"","Id","Id2","Geography","Estimate..Total.","Margin.of.Error..Total.","Estimate..Total....No.schooling.completed","Margin.of.Error..Total....No.schooling.completed","Estimate..Total....Nursery.school","Margin.of.Error..Total....Nursery.school","Estimate..Total....Kindergarten","Margin.of.Error..Total....Kindergarten","Estimate..Total....1st.grade","Margin.of.Error..Total....1st.grade","Estimate..Total....2nd.grade","Margin.of.Error..Total....2nd.grade","Estimate..Total....3rd.grade","Margin.of.Error..Total....3rd.grade","Estimate..Total....4th.grade","Margin.of.Error..Total....4th.grade","Estimate..Total....5th.grade","Margin.of.Error..Total....5th.grade","Estimate..Total....6th.grade","Margin.of.Error..Total....6th.grade","Estimate..Total....7th.grade","Margin.of.Error..Total....7th.grade","Estimate..Total....8th.grade","Margin.of.Error..Total....8th.grade","Estimate..Total....9th.grade","Margin.of.Error..Total....9th.grade","Estimate..Total....10th.grade","Margin.of.Error..Total....10th.grade","Estimate..Total....11th.grade","Margin.of.Error..Total....11th.grade","Estimate..Total....12th.grade..no.diploma","Margin.of.Error..Total....12th.grade..no.diploma","Estimate..Total....Regular.high.school.diploma","Margin.of.Error..Total....Regular.high.school.diploma","Estimate..Total....GED.or.alternative.credential","Margin.of.Error..Total....GED.or.alternative.credential","Estimate..Total....Some.college..less.than.1.year","Margin.of.Error..Total....Some.college..less.than.1.year","Estimate..Total....Some.college..1.or.more.years..no.degree","Margin.of.Error..Total....Some.college..1.or.more.years..no.degree","Estimate..Total....Associate.s.degree","Margin.of.Error..Total....Associate.s.degree","Estimate..Total....Bachelor.s.degree","Margin.of.Error..Total....Bachelor.s.degree","Estimate..Total....Master.s.degree","Margin.of.Error..Total....Master.s.degree","Estimate..Total....Professional.school.degree","Margin.of.Error..Total....Professional.school.degree","Estimate..Total....Doctorate.degree","Margin.of.Error..Total....Doctorate.degree"
"264","1500000US080310041034",80310041034,"Block Group 4, Census Tract 41.03, Denver County, Colorado",636,149,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,68,74,0,11,0,11,112,71,29,23,219,83,82,51,93,67,33,37
"265","1500000US080310041035",80310041035,"Block Group 5, Census Tract 41.03, Denver County, Colorado",773,240,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,58,80,3,11,196,135,18,29,4,11,88,75,0,11,227,126,116,66,48,52,15,24
"266","1500000US080310041036",80310041036,"Block Group 6, Census Tract 41.03, Denver County, Colorado",648,222,0,11,0,11,0,11,0,11,0,11,0,11,0,11,40,61,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,13,0,11,0,11,68,74,19,32,468,217,46,53,0,11,0,11
"267","1500000US080310041041",80310041041,"Block Group 1, Census Tract 41.04, Denver County, Colorado",761,249,65,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,93,119,0,11,0,11,16,26,15,22,10,16,0,11,114,87,17,27,7,12,128,71,129,81,145,60,12,19,0,11,10,16
"268","1500000US080310041042",80310041042,"Block Group 2, Census Tract 41.04, Denver County, Colorado",852,243,7,13,0,11,0,11,0,11,0,11,0,11,0,11,8,12,0,11,0,11,0,11,0,11,0,11,48,73,11,17,152,83,0,11,70,76,125,94,27,25,277,149,79,79,11,17,37,55
"269","1500000US080310041043",80310041043,"Block Group 3, Census Tract 41.04, Denver County, Colorado",641,202,23,38,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,16,0,11,0,11,0,11,0,11,9,15,0,11,134,70,44,34,21,27,41,29,40,50,196,106,105,71,18,19,0,11
"270","1500000US080310041044",80310041044,"Block Group 4, Census Tract 41.04, Denver County, Colorado",392,182,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,34,0,11,0,11,0,11,0,11,3,10,0,11,6,10,53,81,10,17,157,101,62,44,66,55,13,17
"271","1500000US080310041045",80310041045,"Block Group 5, Census Tract 41.04, Denver County, Colorado",575,144,9,19,0,11,0,11,0,11,0,11,0,11,0,11,8,13,34,52,0,11,0,11,0,11,0,11,13,20,0,11,45,31,20,23,0,11,90,42,22,26,252,108,57,31,16,20,9,14
"272","1500000US080310041046",80310041046,"Block Group 6, Census Tract 41.04, Denver County, Colorado",510,176,29,44,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,22,0,11,0,11,18,20,15,18,54,32,9,16,17,19,143,99,9,15,136,68,58,44,0,11,9,14
"273","1500000US080310041061",80310041061,"Block Group 1, Census Tract 41.06, Denver County, Colorado",8599,537,11,16,0,18,0,18,0,18,20,24,42,56,0,18,49,40,20,32,50,37,32,29,101,70,184,89,201,123,28,30,521,231,915,215,210,117,480,137,253,126,2586,288,1700,256,816,169,380,140
"274","1500000US080310041071",80310041071,"Block Group 1, Census Tract 41.07, Denver County, Colorado",4651,249,0,16,0,16,0,16,0,16,0,16,0,16,8,12,13,25,0,16,0,16,0,16,38,44,23,26,10,21,21,27,90,48,38,25,99,57,822,189,135,64,1715,197,934,164,448,115,257,124
"275","1500000US080310042011",80310042011,"Block Group 1, Census Tract 42.01, Denver County, Colorado",745,122,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,28,0,11,0,11,85,60,18,18,237,75,224,90,96,45,59,50
"276","1500000US080310042012",80310042012,"Block Group 2, Census Tract 42.01, Denver County, Colorado",541,127,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,31,47,0,11,0,11,0,11,0,11,10,16,8,15,0,11,9,14,9,15,0,11,146,68,137,79,90,49,101,84
"277","1500000US080310042013",80310042013,"Block Group 3, Census Tract 42.01, Denver County, Colorado",536,100,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,5,9,0,11,0,11,11,18,0,11,0,11,0,11,10,15,10,15,9,14,134,75,31,27,121,62,124,56,29,26,52,42
"278","1500000US080310042014",80310042014,"Block Group 4, Census Tract 42.01, Denver County, Colorado",675,217,0,11,0,11,0,11,0,11,0,11,33,50,0,11,0,11,0,11,0,11,0,11,0,11,10,15,43,68,0,11,45,34,13,21,10,17,228,154,8,12,167,70,49,34,43,33,26,21
"279","1500000US080310042015",80310042015,"Block Group 5, Census Tract 42.01, Denver County, Colorado",507,93,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,29,15,17,35,35,155,44,162,74,83,41,31,27
"280","1500000US080310042016",80310042016,"Block Group 6, Census Tract 42.01, Denver County, Colorado",438,89,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,35,0,11,0,11,0,11,0,11,8,13,0,11,9,14,149,58,107,34,111,48,31,28
"281","1500000US080310042021",80310042021,"Block Group 1, Census Tract 42.02, Denver County, Colorado",518,281,21,23,0,11,0,11,0,11,0,11,0,11,0,11,34,52,80,120,0,11,0,11,0,11,0,11,0,11,9,15,116,115,0,11,52,56,42,32,9,14,59,41,46,45,50,49,0,11
"282","1500000US080310042022",80310042022,"Block Group 2, Census Tract 42.02, Denver County, Colorado",612,122,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,24,22,0,11,26,24,78,57,51,37,225,86,121,53,60,31,27,24
"283","1500000US080310042023",80310042023,"Block Group 3, Census Tract 42.02, Denver County, Colorado",942,121,2,5,0,11,0,11,0,11,0,11,0,11,9,18,0,11,2,5,0,11,10,16,8,13,3,6,0,11,11,17,64,44,0,11,9,14,158,67,31,21,390,94,170,66,66,39,9,13
"284","1500000US080310042024",80310042024,"Block Group 4, Census Tract 42.02, Denver County, Colorado",463,98,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,18,11,17,8,12,7,11,20,22,240,81,66,53,47,35,53,35
"285","1500000US080310042025",80310042025,"Block Group 5, Census Tract 42.02, Denver County, Colorado",561,95,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,27,30,0,11,8,13,32,23,16,19,163,52,162,74,103,44,50,30
"286","1500000US080310043011",80310043011,"Block Group 1, Census Tract 43.01, Denver County, Colorado",1132,218,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,42,66,12,20,0,11,70,58,15,25,68,58,155,80,76,74,370,147,250,117,49,43,25,41
"287","1500000US080310043012",80310043012,"Block Group 2, Census Tract 43.01, Denver County, Colorado",770,206,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,21,0,11,0,11,0,11,0,11,100,90,18,33,39,37,144,110,109,116,234,167,76,67,20,26,21,34
"288","1500000US080310043013",80310043013,"Block Group 3, Census Tract 43.01, Denver County, Colorado",821,227,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,23,16,27,0,11,85,66,49,58,15,25,408,156,143,79,52,49,38,59
"289","1500000US080310043014",80310043014,"Block Group 4, Census Tract 43.01, Denver County, Colorado",1010,199,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,37,54,0,11,0,11,0,11,137,77,16,26,0,11,221,71,73,55,317,122,167,88,21,33,21,35
"290","1500000US080310043021",80310043021,"Block Group 1, Census Tract 43.02, Denver County, Colorado",599,106,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,33,50,33,33,0,11,29,28,118,69,55,39,159,59,121,58,41,22,10,16
"291","1500000US080310043022",80310043022,"Block Group 2, Census Tract 43.02, Denver County, Colorado",686,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,42,34,23,25,35,31,83,55,0,11,258,72,198,64,35,32,12,18
"292","1500000US080310043023",80310043023,"Block Group 3, Census Tract 43.02, Denver County, Colorado",677,150,19,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,6,0,11,55,64,10,17,8,14,165,96,19,20,243,85,118,70,26,28,11,15
"293","1500000US080310043031",80310043031,"Block Group 1, Census Tract 43.03, Denver County, Colorado",981,167,27,43,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,49,60,0,11,42,32,52,45,25,21,451,135,224,79,100,44,11,16
"294","1500000US080310043032",80310043032,"Block Group 2, Census Tract 43.03, Denver County, Colorado",831,144,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,18,0,11,0,11,36,31,24,28,399,104,166,66,149,57,40,35
"295","1500000US080310043033",80310043033,"Block Group 3, Census Tract 43.03, Denver County, Colorado",408,76,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,13,10,14,0,11,25,27,0,11,0,11,172,69,115,55,70,40,7,11
"296","1500000US080310043034",80310043034,"Block Group 4, Census Tract 43.03, Denver County, Colorado",607,118,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,19,0,11,206,69,257,130,110,61,17,20
"297","1500000US080310043041",80310043041,"Block Group 1, Census Tract 43.04, Denver County, Colorado",902,244,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,32,0,11,0,11,140,114,14,24,409,171,100,53,106,69,107,58
"298","1500000US080310043042",80310043042,"Block Group 2, Census Tract 43.04, Denver County, Colorado",959,243,1,2,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1,2,0,11,0,11,20,32,121,120,15,23,12,20,123,79,22,27,323,127,196,110,110,62,15,23
"299","1500000US080310043043",80310043043,"Block Group 3, Census Tract 43.04, Denver County, Colorado",1218,161,20,31,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,59,60,33,36,39,44,119,67,102,78,419,139,268,112,99,67,60,49
"300","1500000US080310043044",80310043044,"Block Group 4, Census Tract 43.04, Denver County, Colorado",1503,309,4,36,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,123,185,0,11,0,11,216,156,0,11,29,38,118,85,0,11,646,187,292,133,30,47,45,43
"301","1500000US080310043061",80310043061,"Block Group 1, Census Tract 43.06, Denver County, Colorado",348,121,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,23,0,11,0,11,0,11,0,11,26,20,0,11,0,11,85,86,0,11,142,94,81,87,0,11,0,11
"302","1500000US080310043062",80310043062,"Block Group 2, Census Tract 43.06, Denver County, Colorado",535,150,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,20,0,11,0,11,0,11,14,25,194,97,169,72,107,68,38,46
"303","1500000US080310043063",80310043063,"Block Group 3, Census Tract 43.06, Denver County, Colorado",1302,283,0,11,9,17,0,11,0,11,0,11,0,11,0,11,6,14,41,62,12,20,12,14,0,11,0,11,0,11,16,26,119,72,0,11,30,34,194,101,81,55,439,183,176,114,93,65,74,75
"304","1500000US080310043064",80310043064,"Block Group 4, Census Tract 43.06, Denver County, Colorado",711,150,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,16,56,57,26,31,34,40,86,56,28,32,290,137,111,87,34,40,35,43
"305","1500000US080310043065",80310043065,"Block Group 5, Census Tract 43.06, Denver County, Colorado",860,224,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,49,48,10,18,0,11,42,38,16,26,384,123,173,74,58,59,128,128
"306","1500000US080310044031",80310044031,"Block Group 1, Census Tract 44.03, Denver County, Colorado",489,129,15,26,0,11,0,11,0,11,12,17,0,11,14,19,0,11,7,11,0,11,0,11,0,11,25,28,0,11,6,10,52,39,25,24,46,44,70,44,58,50,135,55,24,25,0,11,0,11
"307","1500000US080310044032",80310044032,"Block Group 2, Census Tract 44.03, Denver County, Colorado",1565,270,17,24,0,11,0,11,0,11,0,11,9,15,10,16,0,11,0,11,17,27,45,51,33,51,0,11,0,11,64,58,334,117,82,53,104,62,315,114,122,68,274,91,93,51,46,43,0,11
"308","1500000US080310044033",80310044033,"Block Group 3, Census Tract 44.03, Denver County, Colorado",1066,177,10,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,34,0,11,11,17,11,17,0,11,0,11,0,11,194,91,27,25,46,29,231,92,114,65,211,76,168,66,10,14,10,16
"309","1500000US080310044041",80310044041,"Block Group 1, Census Tract 44.04, Denver County, Colorado",1037,237,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,19,60,9,27,0,11,8,16,106,83,123,119,6,11,124,75,90,81,459,162,93,58,0,11,0,11
"310","1500000US080310044042",80310044042,"Block Group 2, Census Tract 44.04, Denver County, Colorado",1570,247,35,49,0,11,0,11,0,11,0,11,0,11,23,34,0,11,35,39,0,11,0,11,0,11,48,68,32,47,21,37,246,105,179,116,107,66,368,185,79,68,280,138,104,70,13,22,0,11
"311","1500000US080310044043",80310044043,"Block Group 3, Census Tract 44.04, Denver County, Colorado",1309,295,105,122,0,11,0,11,0,11,32,47,36,53,0,11,32,50,16,26,0,11,0,11,14,25,34,56,70,78,34,41,417,229,26,29,75,57,132,64,44,36,133,85,109,82,0,11,0,11
"312","1500000US080310044051",80310044051,"Block Group 1, Census Tract 44.05, Denver County, Colorado",991,239,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,31,62,0,11,32,36,117,92,31,35,359,195,225,108,153,86,43,38
"313","1500000US080310044052",80310044052,"Block Group 2, Census Tract 44.05, Denver County, Colorado",934,239,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,24,0,11,8,17,13,27,27,30,69,51,25,27,464,207,255,121,46,41,12,22
"314","1500000US080310044053",80310044053,"Block Group 3, Census Tract 44.05, Denver County, Colorado",921,221,17,26,0,11,0,11,0,11,0,11,0,11,30,46,0,11,0,11,0,11,13,20,0,11,0,11,0,11,14,22,163,106,26,28,43,41,139,138,84,80,187,115,79,49,82,60,44,45
"315","1500000US080310044054",80310044054,"Block Group 4, Census Tract 44.05, Denver County, Colorado",3113,330,20,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,16,25,0,11,13,22,0,11,0,11,19,30,144,101,34,55,32,36,221,103,102,78,1195,196,568,178,528,140,221,122
"316","1500000US080310045031",80310045031,"Block Group 1, Census Tract 45.03, Denver County, Colorado",739,225,24,28,0,11,0,11,0,11,0,11,0,11,0,11,36,59,0,11,0,11,88,66,78,62,0,11,0,11,7,12,152,68,186,82,29,24,97,90,0,11,33,30,9,14,0,11,0,11
"317","1500000US080310045032",80310045032,"Block Group 2, Census Tract 45.03, Denver County, Colorado",888,323,6,10,0,11,0,11,0,11,0,11,12,19,14,22,0,11,35,46,0,11,69,59,20,25,25,40,44,61,6,10,279,136,57,48,46,38,106,54,7,14,122,81,7,11,33,54,0,11
"318","1500000US080310045033",80310045033,"Block Group 3, Census Tract 45.03, Denver County, Colorado",651,189,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,35,46,52,0,11,37,58,128,93,19,29,36,46,0,11,134,77,14,22,38,33,134,80,0,11,31,29,12,21,0,11,0,11
"319","1500000US080310045041",80310045041,"Block Group 1, Census Tract 45.04, Denver County, Colorado",828,150,63,65,0,11,0,11,0,11,0,11,0,11,0,11,0,11,17,27,17,26,0,11,72,74,14,22,37,33,75,53,200,84,14,22,24,25,158,103,58,42,60,46,5,10,14,23,0,11
"320","1500000US080310045042",80310045042,"Block Group 2, Census Tract 45.04, Denver County, Colorado",1044,198,29,33,0,11,0,11,0,11,13,23,29,34,0,11,0,11,44,42,59,51,36,29,61,62,47,41,106,67,23,20,359,127,45,37,45,34,71,63,20,23,57,52,0,11,0,11,0,11
"321","1500000US080310045043",80310045043,"Block Group 3, Census Tract 45.04, Denver County, Colorado",529,127,0,11,0,11,0,11,0,11,0,11,25,22,0,11,0,11,67,62,9,15,25,30,27,29,7,11,14,21,7,11,64,47,18,22,7,12,191,123,37,29,17,26,14,21,0,11,0,11
"322","1500000US080310045051",80310045051,"Block Group 1, Census Tract 45.05, Denver County, Colorado",1463,246,99,95,0,11,0,11,0,11,21,31,14,25,0,11,34,37,118,70,35,45,136,111,109,63,130,84,55,45,60,47,176,96,68,61,34,39,165,82,82,43,127,77,0,11,0,11,0,11
"323","1500000US080310045052",80310045052,"Block Group 2, Census Tract 45.05, Denver County, Colorado",373,180,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,35,80,77,7,12,13,21,16,25,140,84,48,57,0,11,17,28,12,18,18,29,0,11,0,11,0,11
"324","1500000US080310045053",80310045053,"Block Group 3, Census Tract 45.05, Denver County, Colorado",724,304,0,11,0,11,0,11,0,11,0,11,15,23,0,11,0,11,42,52,0,11,0,11,71,74,23,33,27,39,4,7,360,193,10,17,0,11,130,111,10,13,23,26,9,17,0,11,0,11
"325","1500000US080310045061",80310045061,"Block Group 1, Census Tract 45.06, Denver County, Colorado",431,122,12,18,0,11,0,11,0,11,0,11,13,20,0,11,0,11,10,16,8,13,5,8,64,47,0,11,32,30,18,23,123,69,13,19,12,15,45,41,31,29,12,17,23,31,0,11,10,11
"326","1500000US080310045062",80310045062,"Block Group 2, Census Tract 45.06, Denver County, Colorado",916,184,10,12,0,11,0,11,0,11,0,11,5,7,0,11,0,11,96,61,0,11,32,41,107,60,36,32,56,42,20,19,227,73,43,26,95,76,36,27,60,39,64,51,29,42,0,11,0,11
"327","1500000US080310045063",80310045063,"Block Group 3, Census Tract 45.06, Denver County, Colorado",654,135,23,18,0,11,0,11,9,14,11,12,18,17,20,27,59,43,36,28,0,11,31,27,30,33,39,29,38,32,24,27,101,47,32,30,58,29,62,35,24,23,39,36,0,11,0,11,0,11
"328","1500000US080310046011",80310046011,"Block Group 1, Census Tract 46.01, Denver County, Colorado",678,166,11,16,0,11,0,11,0,11,0,11,8,14,0,11,0,11,0,11,8,13,23,25,8,12,38,55,0,11,26,41,172,95,96,66,44,44,81,81,65,105,90,53,8,12,0,11,0,11
"329","1500000US080310046012",80310046012,"Block Group 2, Census Tract 46.01, Denver County, Colorado",939,214,22,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,87,73,0,11,18,22,10,15,26,31,129,114,28,45,232,98,90,77,55,45,130,74,46,39,42,36,24,23,0,11,0,11
"330","1500000US080310046013",80310046013,"Block Group 3, Census Tract 46.01, Denver County, Colorado",1228,326,39,46,0,11,0,11,0,11,0,11,0,11,0,11,0,11,82,122,25,37,0,11,55,77,62,60,71,46,44,56,320,141,64,50,66,42,135,96,60,47,199,95,6,11,0,11,0,11
"331","1500000US080310046014",80310046014,"Block Group 4, Census Tract 46.01, Denver County, Colorado",807,266,21,31,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,26,40,43,50,17,20,0,11,244,121,93,97,33,33,120,69,21,21,178,107,11,13,0,11,0,11
"332","1500000US080310046021",80310046021,"Block Group 1, Census Tract 46.02, Denver County, Colorado",1562,459,14,22,0,11,0,11,0,11,20,35,0,11,0,11,32,41,141,105,4,9,34,34,206,142,51,57,32,34,37,39,531,344,48,41,72,65,90,104,3,8,201,97,8,19,38,44,0,11
"333","1500000US080310046022",80310046022,"Block Group 2, Census Tract 46.02, Denver County, Colorado",1777,423,50,81,0,11,0,11,0,11,0,11,70,82,113,153,0,11,61,76,0,11,0,11,44,70,45,71,155,129,86,84,490,189,190,136,13,21,157,103,31,38,133,67,129,86,10,15,0,11
"334","1500000US080310046023",80310046023,"Block Group 3, Census Tract 46.02, Denver County, Colorado",822,214,28,42,0,11,0,11,0,11,0,11,0,11,72,114,0,11,177,159,32,52,23,36,0,11,0,11,16,25,0,11,135,117,100,101,30,36,57,71,69,67,83,78,0,11,0,11,0,11
"335","1500000US080310046024",80310046024,"Block Group 4, Census Tract 46.02, Denver County, Colorado",641,231,34,55,0,11,0,11,0,11,0,11,0,11,14,23,0,11,159,144,0,11,7,12,45,72,22,28,0,11,0,11,131,80,49,61,18,32,91,60,27,33,22,27,22,35,0,11,0,11
"336","1500000US080310046031",80310046031,"Block Group 1, Census Tract 46.03, Denver County, Colorado",572,215,32,38,0,11,0,11,0,11,0,11,0,11,0,11,0,11,58,93,0,11,0,11,104,92,0,11,38,43,28,43,110,96,29,45,18,17,49,67,80,73,26,24,0,11,0,11,0,11
"337","1500000US080310046032",80310046032,"Block Group 2, Census Tract 46.03, Denver County, Colorado",525,130,9,13,0,11,0,11,0,11,0,11,0,11,0,11,14,21,34,38,19,30,2,4,17,28,0,11,74,74,0,11,122,61,47,46,10,13,11,17,31,22,121,65,14,16,0,11,0,11
"338","1500000US080310046033",80310046033,"Block Group 3, Census Tract 46.03, Denver County, Colorado",770,151,38,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,10,15,0,11,8,13,0,11,9,14,0,11,29,25,203,95,41,35,46,33,85,39,112,78,109,56,74,37,6,10,0,11
"339","1500000US080310046034",80310046034,"Block Group 4, Census Tract 46.03, Denver County, Colorado",1057,193,42,48,0,11,0,11,0,11,0,11,0,11,0,11,30,45,37,58,0,11,0,11,42,41,55,60,35,34,13,20,280,128,51,40,30,28,130,64,167,88,58,29,72,52,6,10,9,13
"340","1500000US080310046035",80310046035,"Block Group 5, Census Tract 46.03, Denver County, Colorado",791,229,17,18,0,11,0,11,0,11,0,11,0,11,0,11,17,25,0,11,0,11,0,11,31,46,0,11,95,76,37,32,137,74,81,71,14,16,149,140,63,46,62,48,41,42,19,30,28,34
"341","1500000US080310047001",80310047001,"Block Group 1, Census Tract 47, Denver County, Colorado",450,216,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,22,39,0,11,0,11,0,11,16,27,0,11,0,11,142,102,78,67,9,16,73,62,71,72,39,53,0,11,0,11,0,11
"342","1500000US080310047002",80310047002,"Block Group 2, Census Tract 47, Denver County, Colorado",564,199,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,113,57,30,36,37,44,67,52,74,77,120,96,95,47,14,21,14,24
"343","1500000US080310047003",80310047003,"Block Group 3, Census Tract 47, Denver County, Colorado",624,319,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,100,115,0,11,22,35,0,11,196,121,100,102,0,11,87,74,12,23,107,111,0,11,0,11,0,11
"344","1500000US080310047004",80310047004,"Block Group 4, Census Tract 47, Denver County, Colorado",415,189,23,38,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,60,52,0,11,131,100,43,49,93,83,47,36,18,28,0,11,0,11
"345","1500000US080310047005",80310047005,"Block Group 5, Census Tract 47, Denver County, Colorado",846,256,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,66,112,0,11,17,29,21,37,107,93,50,41,51,69,167,121,79,79,225,127,63,57,0,11,0,11
"346","1500000US080310047006",80310047006,"Block Group 6, Census Tract 47, Denver County, Colorado",1378,426,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,233,211,0,11,271,301,239,181,48,73,0,11,0,11,172,110,99,97,81,78,55,77,0,11,180,122,0,11,0,11,0,11
"347","1500000US080310048011",80310048011,"Block Group 1, Census Tract 48.01, Denver County, Colorado",724,150,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,21,0,11,0,11,17,26,31,26,196,83,38,39,58,36,141,84,45,33,137,74,24,26,23,17,0,11
"348","1500000US080310048012",80310048012,"Block Group 2, Census Tract 48.01, Denver County, Colorado",1148,272,46,65,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,16,6,11,61,78,99,84,63,56,249,100,27,30,56,44,172,89,92,56,223,84,32,28,0,11,11,17
"349","1500000US080310048013",80310048013,"Block Group 3, Census Tract 48.01, Denver County, Colorado",397,141,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,53,57,0,11,0,11,0,11,0,11,0,11,0,11,78,64,24,25,6,9,83,68,26,18,60,52,67,52,0,11,0,11
"350","1500000US080310050011",80310050011,"Block Group 1, Census Tract 50.01, Denver County, Colorado",1322,175,0,11,0,11,0,11,3,8,0,11,4,8,23,29,3,7,38,32,4,8,0,11,11,19,12,22,17,25,0,11,264,89,70,54,14,18,283,123,61,37,309,108,163,63,35,32,8,13
"351","1500000US080310050012",80310050012,"Block Group 2, Census Tract 50.01, Denver County, Colorado",852,147,0,11,0,11,0,11,0,11,7,11,0,11,0,11,0,11,7,13,0,11,32,40,0,11,7,11,0,11,38,37,69,45,35,31,39,28,105,52,44,31,268,80,197,69,0,11,4,8
"352","1500000US080310050021",80310050021,"Block Group 1, Census Tract 50.02, Denver County, Colorado",604,169,13,20,0,11,0,11,0,11,0,11,0,11,16,24,0,11,0,11,0,11,0,11,0,11,0,11,12,21,0,11,71,45,0,11,24,26,116,75,12,20,140,54,121,87,79,53,0,11
"353","1500000US080310050022",80310050022,"Block Group 2, Census Tract 50.02, Denver County, Colorado",751,175,44,49,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,21,0,11,20,34,76,59,104,69,52,51,110,69,33,40,197,113,78,51,10,17,14,22
